"lat","lon"
38.0663174000000000,46.3284810000000000
36.6651266000000000,48.4254694000000000
33.7383521000000000,51.7379145000000000
36.0243089000000000,51.2992636000000000
36.1109862000000000,50.4019709000000000
32.5491129000000000,51.3079480000000000
35.0916151000000000,50.0953060000000000
36.3266321000000000,49.7319477000000000
35.1528010000000000,50.3687845000000000
36.2766460000000000,59.7640612000000000
35.8150447000000000,51.2606509000000000
36.3256531000000000,49.9792399000000000
36.7430232000000000,49.4095335000000000
37.0729566000000000,47.9386541000000000
36.9928669000000000,49.5764223000000000
38.0101470000000000,46.2198233000000000
35.8047531000000000,51.0255297000000000
33.8036036000000000,48.8946900000000000
33.7088190000000000,48.7522961000000000
36.2507985000000000,50.1218172000000000
35.1198083000000000,49.9290392000000000
37.9850318000000000,46.2152012000000000
38.1442305000000000,46.1697304000000000
36.7630024000000000,49.3968069000000000
37.1283508000000000,47.4246491000000000
36.1153339000000000,59.7291979000000000
36.2333254000000000,50.1814917000000000
35.1418768000000000,50.4639551000000000
35.6622868000000000,50.6542222000000000
37.8252839000000000,46.8041946000000000
33.6482060000000000,51.8868408000000000
35.2953198000000000,51.1686261000000000
36.9162587000000000,48.1189573000000000
35.8676680000000000,51.0030581000000000
32.8678329000000000,48.1182958000000000
35.1100003000000000,51.4640647000000000
36.2594489000000000,59.7723270000000000
35.9235238000000000,51.2516767000000000
34.7543389000000000,51.1079322000000000
30.5362231000000000,49.0810002000000000
35.8680709000000000,51.0032818000000000
32.8197224000000000,48.0583033000000000
33.7221060000000000,48.7852378000000000
35.6084251000000000,51.3682158000000000
36.4048110000000000,59.7376664000000000
35.4718167000000000,51.0299026000000000
35.1609634000000000,50.9791451000000000
32.5757160000000000,51.2953806000000000
33.9937242000000000,51.3321376000000000
33.8531073000000000,51.5445379000000000
37.9938643000000000,46.4954758000000000
36.1256807000000000,51.3182818000000000
36.2755478000000000,59.7641989000000000
36.3059923000000000,49.9686103000000000
36.3668132000000000,49.0106290000000000
35.5396869000000000,51.1097594000000000
38.0369798000000000,46.3252818000000000
37.1241965000000000,47.6116520000000000
37.9731271000000000,46.2127693000000000
34.6559403000000000,50.9309687000000000
36.2503573000000000,50.1234753000000000
33.0833706000000000,48.2316976000000000
32.6839109000000000,48.2370870000000000
36.1154393000000000,59.7291663000000000
35.8151935000000000,51.2605415000000000
36.8167672000000000,49.4202237000000000
35.4639881000000000,51.2255286000000000
35.6357903000000000,50.7006267000000000
27.2902240000000000,56.2703769000000000
35.2183022000000000,52.2184336000000000
36.5757503000000000,49.5347392000000000
35.8472819000000000,51.0093242000000000
35.8374633000000000,51.2648126000000000
37.1213309000000000,47.8444941000000000
33.6349030000000000,51.9336345000000000
36.2047892000000000,59.6449860000000000
37.0311633000000000,47.9882587000000000
36.6700308000000000,48.3987759000000000
30.1209967000000000,52.3051171000000000
33.2157335000000000,48.1591261000000000
34.7662022000000000,51.1350412000000000
35.1831894000000000,50.5068609000000000
33.4755338000000000,51.9940501000000000
38.0554747000000000,46.2044682000000000
36.5646193000000000,48.7456361000000000
27.1827801000000000,56.2032790000000000
34.8761165000000000,50.4288898000000000
36.4862635000000000,59.6774416000000000
36.2383413000000000,59.7783375000000000
36.1160055000000000,50.3920320000000000
33.6489304000000000,51.8859112000000000
35.7321163000000000,51.6552016000000000
30.3068534000000000,52.2245626000000000
33.7140270000000000,48.7772336000000000
33.2309809000000000,48.2038938000000000
35.7559320000000000,51.7046531000000000
36.8982412000000000,48.1239323000000000
37.1291377000000000,47.7622295000000000
32.8629242000000000,48.1143620000000000
38.0189975000000000,46.3564306000000000
37.8998717000000000,45.9379883000000000
33.7568401000000000,48.8558600000000000
34.6985833000000000,50.4248938000000000
34.9750562000000000,51.3166670000000000
37.0096336000000000,49.5935792000000000
36.4349775000000000,59.7361894000000000
35.7729486000000000,51.2629728000000000
33.8361519000000000,48.9012275000000000
38.0399273000000000,46.3012514000000000
33.7407209000000000,48.8120398000000000
27.1992184000000000,56.2190402000000000
34.6527135000000000,50.9361310000000000
35.5952885000000000,51.1801590000000000
32.8515666000000000,48.1072845000000000
36.3365742000000000,49.0690528000000000
32.8816281000000000,48.1267679000000000
32.9171173000000000,51.8443987000000000
37.8379775000000000,46.7787416000000000
36.1524430000000000,59.7058660000000000
36.9782400000000000,48.0468229000000000
36.3941500000000000,49.5074187000000000
37.5852559000000000,45.0837989000000000
36.4947478000000000,59.4047652000000000
32.8001892000000000,48.0682853000000000
35.3210957000000000,51.1789517000000000
35.1259324000000000,49.3321121000000000
